	Kingdom	Phylum	Class	Order	Family	Genus
ASV_6284	Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile
ASV_6285	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula
ASV_6286	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula
ASV_6287	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_6288	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_6289	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_6290	NA	NA	NA	NA	NA	NA
ASV_6291	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Planctomicrobium
ASV_6292	Bacteria	NB1-j	NA	NA	NA	NA
ASV_6293	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_6294	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA
ASV_6295	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
ASV_6296	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium
ASV_6297	Bacteria	Actinobacteriota	Acidimicrobiia	NA	NA	NA
ASV_6298	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	NA
ASV_6299	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_6300	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6301	Bacteria	Abditibacteriota	Abditibacteria	Abditibacteriales	Abditibacteriaceae	Abditibacterium
ASV_6302	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6303	Bacteria	NA	NA	NA	NA	NA
ASV_6304	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV_6305	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV_6306	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Candidatus Omnitrophus
ASV_6307	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella
ASV_6308	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Bythopirellula
ASV_6309	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_6310	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6311	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6312	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_6313	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA
ASV_6314	Bacteria	NA	NA	NA	NA	NA
ASV_6315	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_6316	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV_6317	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aureimonas
ASV_6318	Eukaryota	NA	NA	NA	NA	NA
ASV_6319	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	AKYH767	NA
ASV_6320	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea
ASV_6321	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_6322	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
ASV_6323	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	Candidatus Puniceispirillum
ASV_6324	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_6325	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_6326	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
ASV_6327	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
ASV_6328	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium
ASV_6329	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_6330	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Vallitalea
ASV_6331	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA
ASV_6332	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Waddliaceae	Waddlia
ASV_6333	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA
ASV_6334	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula
ASV_6335	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
ASV_6336	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Robiginitomaculum
ASV_6337	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	UCG-009
ASV_6338	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anaerobacillus
ASV_6339	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6340	Bacteria	Chloroflexi	Anaerolineae	SJA-15	NA	NA
ASV_6341	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
ASV_6342	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Geitlerinemaceae	Geitlerinema PCC-7105
ASV_6343	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA
ASV_6344	Bacteria	Myxococcota	Polyangia	Haliangiales	Haliangiaceae	Haliangium
ASV_6345	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA
ASV_6346	Bacteria	NA	NA	NA	NA	NA
ASV_6347	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius
ASV_6348	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_6349	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42
ASV_6350	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema
ASV_6351	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6352	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Coriobacteriaceae UCG-003
ASV_6353	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA
ASV_6354	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA
ASV_6355	Bacteria	NA	NA	NA	NA	NA
ASV_6356	Bacteria	NB1-j	NA	NA	NA	NA
ASV_6357	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	AqS1
ASV_6358	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_6359	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV_6360	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6361	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_6362	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA
ASV_6363	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21
ASV_6364	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA
ASV_6365	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6366	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula
ASV_6367	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Arctic95B-14	NA
ASV_6368	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA
ASV_6369	Bacteria	Acidobacteriota	Holophagae	Acanthopleuribacterales	Acanthopleuribacteraceae	Acanthopleuribacter
ASV_6370	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA
ASV_6371	Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Woeseiaceae	Woeseia
ASV_6372	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA
ASV_6373	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_6374	Bacteria	NA	NA	NA	NA	NA
ASV_6375	Bacteria	Proteobacteria	Gammaproteobacteria	HglApr721	NA	NA
ASV_6376	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_6377	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_6378	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_6379	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_6380	Bacteria	NB1-j	NA	NA	NA	NA
ASV_6381	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6382	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NA	NA
ASV_6383	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6384	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	NA
ASV_6385	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1 clade	NA
ASV_6386	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_6387	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6388	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_6389	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_6390	Bacteria	Patescibacteria	Gracilibacteria	JGI 0000069-P22	NA	NA
ASV_6391	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_6392	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Marinicella
ASV_6393	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade
ASV_6394	Bacteria	NA	NA	NA	NA	NA
ASV_6395	Bacteria	NB1-j	NA	NA	NA	NA
ASV_6396	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6397	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
ASV_6398	Bacteria	Firmicutes	Bacilli	Mycoplasmatales	Mycoplasmataceae	Candidatus Bacilloplasma
ASV_6399	Bacteria	NB1-j	NA	NA	NA	NA
ASV_6400	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_6401	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6402	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_6403	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter
ASV_6404	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV_6405	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6406	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_6407	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_6408	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
ASV_6409	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6410	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
ASV_6411	NA	NA	NA	NA	NA	NA
ASV_6412	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_6413	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6414	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6415	Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	NA
ASV_6416	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV_6417	Bacteria	Planctomycetota	Pla3 lineage	NA	NA	NA
ASV_6418	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6419	Bacteria	NA	NA	NA	NA	NA
ASV_6420	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter
ASV_6421	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	NA
ASV_6422	Bacteria	NA	NA	NA	NA	NA
ASV_6423	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	SWB02
ASV_6424	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
ASV_6425	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Phenylobacterium
ASV_6426	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter
ASV_6427	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	NA
ASV_6428	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Nubsella
ASV_6429	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_6430	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter
ASV_6431	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
ASV_6432	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	NA
ASV_6433	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6434	Bacteria	NA	NA	NA	NA	NA
ASV_6435	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agarilytica
ASV_6436	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6437	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10
ASV_6438	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	Pelagibius
ASV_6439	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_6440	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6441	Bacteria	NA	NA	NA	NA	NA
ASV_6442	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_6443	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902
ASV_6444	Bacteria	Proteobacteria	Gammaproteobacteria	EPR3968-O8a-Bc78	NA	NA
ASV_6445	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
ASV_6446	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea
ASV_6447	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_6448	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	OM60(NOR5) clade
ASV_6449	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	NA
ASV_6450	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
ASV_6451	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium
ASV_6452	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA
ASV_6453	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6454	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA
ASV_6455	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_6456	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus Actinomarina
ASV_6457	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
ASV_6458	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus CC9902
ASV_6459	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_6460	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV_6461	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira
ASV_6462	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA
ASV_6463	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
ASV_6464	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula
ASV_6465	Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	NA	NA
ASV_6466	Bacteria	Proteobacteria	Gammaproteobacteria	Nitrosococcales	Nitrosococcaceae	Cm1-21
ASV_6467	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_6468	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Lutibacter
ASV_6469	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	KI89A clade	NA
ASV_6470	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix
ASV_6471	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella
ASV_6472	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	AKAU3564 sediment group	NA
ASV_6473	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6474	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Saccharospirillaceae	NA
ASV_6475	Bacteria	Verrucomicrobiota	Verrucomicrobiae	NA	NA	NA
ASV_6476	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA
ASV_6477	Bacteria	NA	NA	NA	NA	NA
ASV_6478	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA
ASV_6479	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas
ASV_6480	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6481	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Aeromonas
ASV_6482	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Peptoclostridium
ASV_6483	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidales RF16 group	NA
ASV_6484	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
ASV_6485	Bacteria	Firmicutes	Bacilli	NA	NA	NA
ASV_6486	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA
ASV_6487	Bacteria	NA	NA	NA	NA	NA
ASV_6488	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
ASV_6489	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Oleiphilus
ASV_6490	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA
ASV_6491	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA
ASV_6492	Bacteria	Desulfobacterota	NA	NA	NA	NA
ASV_6493	Bacteria	PAUC34f	NA	NA	NA	NA
ASV_6494	Bacteria	Patescibacteria	Gracilibacteria	NA	NA	NA
ASV_6495	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6496	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiaceae	NA
ASV_6497	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6498	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6499	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6500	Bacteria	Planctomycetota	NA	NA	NA	NA
ASV_6501	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
ASV_6502	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6503	Bacteria	Dependentiae	Babeliae	Babeliales	Babeliaceae	NA
ASV_6504	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_6505	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Parvularculaceae	Marinicaulis
ASV_6506	Bacteria	Firmicutes	Clostridia	Eubacteriales	Anaerofustaceae	Anaerofustis
ASV_6507	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV_6508	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005
ASV_6509	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA
ASV_6510	Bacteria	NA	NA	NA	NA	NA
ASV_6511	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
ASV_6512	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	NA	NA
ASV_6513	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_6514	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6515	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula
ASV_6516	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6517	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6518	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Pseudoalteromonadaceae	NA
ASV_6519	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6520	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA
ASV_6521	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6522	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA
ASV_6523	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA
ASV_6524	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage
ASV_6525	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
ASV_6526	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA
ASV_6527	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aureisphaera
ASV_6528	Bacteria	NA	NA	NA	NA	NA
ASV_6529	Bacteria	Verrucomicrobiota	NA	NA	NA	NA
ASV_6530	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	Candidatus Nitrosopumilus
ASV_6531	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ulvibacter
ASV_6532	Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	NA
ASV_6533	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6534	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA
ASV_6535	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA
ASV_6536	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6537	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	NA
ASV_6538	Bacteria	NB1-j	NA	NA	NA	NA
ASV_6539	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_6540	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
ASV_6541	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA
ASV_6542	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
ASV_6543	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
ASV_6544	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Paeniclostridium
ASV_6545	Bacteria	Planctomycetota	OM190	NA	NA	NA
ASV_6546	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Colwelliaceae	Thalassotalea
ASV_6547	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium
ASV_6548	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA
ASV_6549	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
ASV_6550	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
ASV_6551	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter
ASV_6552	Bacteria	NA	NA	NA	NA	NA
ASV_6553	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
ASV_6554	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA
ASV_6555	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella
ASV_6556	Bacteria	Patescibacteria	Gracilibacteria	Absconditabacteriales (SR1)	NA	NA
ASV_6557	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA
ASV_6558	Bacteria	Desulfobacterota	NA	NA	NA	NA
ASV_6559	Bacteria	Planctomycetota	028H05-P-BN-P5	NA	NA	NA
ASV_6560	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA
ASV_6561	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group
ASV_6562	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6563	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula
ASV_6564	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	NA	NA
ASV_6565	Bacteria	Proteobacteria	NA	NA	NA	NA
ASV_6566	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
ASV_6567	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
ASV_6568	Bacteria	NA	NA	NA	NA	NA
ASV_6569	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA
ASV_6570	Bacteria	Acidobacteriota	Subgroup 26	NA	NA	NA
ASV_6571	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	NA	NA
